cell;cluster;region;country;global
57805;IND.57805;IND.54;IND;IND;GLO
57806;IND.57806;IND.52;IND;IND;GLO
57807;IND.57807;IND.52;IND;IND;GLO
57808;IND.57808;IND.54;IND;IND;GLO
57809;IND.57809;IND.52;IND;IND;GLO
57810;IND.57810;IND.52;IND;IND;GLO
57811;IND.57811;IND.52;IND;IND;GLO
57812;IND.57812;IND.54;IND;IND;GLO
57813;IND.57813;IND.54;IND;IND;GLO
57814;IND.57814;IND.54;IND;IND;GLO
57815;IND.57815;IND.54;IND;IND;GLO
57816;IND.57816;IND.54;IND;IND;GLO
57817;IND.57817;IND.54;IND;IND;GLO
57818;IND.57818;IND.58;IND;IND;GLO
57819;IND.57819;IND.58;IND;IND;GLO
57820;IND.57820;IND.54;IND;IND;GLO
57821;PAK.57821;OAS.130;OAS;PAK;GLO
57822;PAK.57822;OAS.130;OAS;PAK;GLO
57823;PAK.57823;OAS.130;OAS;PAK;GLO
57824;PAK.57824;OAS.130;OAS;PAK;GLO
57825;PAK.57825;OAS.129;OAS;PAK;GLO
57826;PAK.57826;OAS.129;OAS;PAK;GLO
57827;PAK.57827;OAS.133;OAS;PAK;GLO
57828;PAK.57828;OAS.127;OAS;PAK;GLO
57829;PAK.57829;OAS.124;OAS;PAK;GLO
57830;PAK.57830;OAS.136;OAS;PAK;GLO
57831;PAK.57831;OAS.136;OAS;PAK;GLO
57832;PAK.57832;OAS.137;OAS;PAK;GLO
57833;PAK.57833;OAS.137;OAS;PAK;GLO
57834;PAK.57834;OAS.140;OAS;PAK;GLO
57835;IND.57835;IND.52;IND;IND;GLO
57836;IND.57836;IND.53;IND;IND;GLO
57837;IND.57837;IND.53;IND;IND;GLO
57838;IND.57838;IND.53;IND;IND;GLO
57839;IND.57839;IND.53;IND;IND;GLO
57840;IND.57840;IND.53;IND;IND;GLO
57841;IND.57841;IND.53;IND;IND;GLO
57842;IND.57842;IND.52;IND;IND;GLO
57843;IND.57843;IND.52;IND;IND;GLO
57844;IND.57844;IND.57;IND;IND;GLO
57845;IND.57845;IND.52;IND;IND;GLO
57846;IND.57846;IND.52;IND;IND;GLO
57847;IND.57847;IND.52;IND;IND;GLO
57848;IND.57848;IND.52;IND;IND;GLO
57849;IND.57849;IND.52;IND;IND;GLO
57850;IND.57850;IND.52;IND;IND;GLO
57851;IND.57851;IND.52;IND;IND;GLO
57852;IND.57852;IND.52;IND;IND;GLO
57853;IND.57853;IND.52;IND;IND;GLO
57854;IND.57854;IND.52;IND;IND;GLO
57855;IND.57855;IND.52;IND;IND;GLO
57856;IND.57856;IND.52;IND;IND;GLO
57857;IND.57857;IND.54;IND;IND;GLO
57858;IND.57858;IND.54;IND;IND;GLO
57859;IND.57859;IND.54;IND;IND;GLO
57860;IND.57860;IND.54;IND;IND;GLO
57861;IND.57861;IND.54;IND;IND;GLO
57862;IND.57862;IND.54;IND;IND;GLO
57863;IND.57863;IND.58;IND;IND;GLO
57864;IND.57864;IND.54;IND;IND;GLO
57865;IND.57865;IND.54;IND;IND;GLO
57866;IND.57866;IND.54;IND;IND;GLO
57867;PAK.57867;OAS.130;OAS;PAK;GLO
57868;PAK.57868;OAS.129;OAS;PAK;GLO
57869;PAK.57869;OAS.130;OAS;PAK;GLO
57870;PAK.57870;OAS.129;OAS;PAK;GLO
57871;PAK.57871;OAS.129;OAS;PAK;GLO
57872;IND.57872;IND.53;IND;IND;GLO
57873;IND.57873;IND.55;IND;IND;GLO
57874;IND.57874;IND.55;IND;IND;GLO
57875;PAK.57875;OAS.136;OAS;PAK;GLO
57876;PAK.57876;OAS.136;OAS;PAK;GLO
57877;PAK.57877;OAS.136;OAS;PAK;GLO
57878;AFG.57878;OAS.140;OAS;AFG;GLO
57879;IND.57879;IND.52;IND;IND;GLO
57880;IND.57880;IND.52;IND;IND;GLO
57881;IND.57881;IND.53;IND;IND;GLO
57882;IND.57882;IND.53;IND;IND;GLO
57883;IND.57883;IND.53;IND;IND;GLO
57884;IND.57884;IND.53;IND;IND;GLO
57885;IND.57885;IND.52;IND;IND;GLO
57886;IND.57886;IND.52;IND;IND;GLO
57887;IND.57887;IND.52;IND;IND;GLO
57888;IND.57888;IND.52;IND;IND;GLO
57889;IND.57889;IND.52;IND;IND;GLO
57890;IND.57890;IND.52;IND;IND;GLO
57891;IND.57891;IND.52;IND;IND;GLO
57892;IND.57892;IND.52;IND;IND;GLO
57893;IND.57893;IND.52;IND;IND;GLO
57894;IND.57894;IND.52;IND;IND;GLO
57895;IND.57895;IND.52;IND;IND;GLO
57896;IND.57896;IND.52;IND;IND;GLO
57897;IND.57897;IND.52;IND;IND;GLO
57898;IND.57898;IND.52;IND;IND;GLO
57899;IND.57899;IND.52;IND;IND;GLO
57900;IND.57900;IND.52;IND;IND;GLO
57901;IND.57901;IND.52;IND;IND;GLO
57902;IND.57902;IND.52;IND;IND;GLO
57903;IND.57903;IND.52;IND;IND;GLO
57904;IND.57904;IND.54;IND;IND;GLO
57905;IND.57905;IND.54;IND;IND;GLO
57906;IND.57906;IND.54;IND;IND;GLO
57907;IND.57907;IND.54;IND;IND;GLO
57908;IND.57908;IND.54;IND;IND;GLO
57909;IND.57909;IND.54;IND;IND;GLO
57910;IND.57910;IND.58;IND;IND;GLO
57911;IND.57911;IND.54;IND;IND;GLO
57912;IND.57912;IND.54;IND;IND;GLO
57913;IND.57913;IND.54;IND;IND;GLO
57914;IND.57914;IND.54;IND;IND;GLO
57915;IND.57915;IND.54;IND;IND;GLO
57916;IND.57916;IND.54;IND;IND;GLO
57917;PAK.57917;OAS.129;OAS;PAK;GLO
57918;IND.57918;IND.52;IND;IND;GLO
57919;IND.57919;IND.55;IND;IND;GLO
57920;IND.57920;IND.55;IND;IND;GLO
57921;IND.57921;IND.55;IND;IND;GLO
57922;PAK.57922;OAS.136;OAS;PAK;GLO
57923;PAK.57923;OAS.137;OAS;PAK;GLO
57924;PAK.57924;OAS.137;OAS;PAK;GLO
57925;IND.57925;IND.57;IND;IND;GLO
57926;IND.57926;IND.52;IND;IND;GLO
57927;IND.57927;IND.53;IND;IND;GLO
57928;IND.57928;IND.53;IND;IND;GLO
57929;IND.57929;IND.53;IND;IND;GLO
57930;IND.57930;IND.53;IND;IND;GLO
57931;IND.57931;IND.53;IND;IND;GLO
57932;IND.57932;IND.52;IND;IND;GLO
57933;IND.57933;IND.52;IND;IND;GLO
57934;IND.57934;IND.52;IND;IND;GLO
57935;IND.57935;IND.52;IND;IND;GLO
57936;IND.57936;IND.52;IND;IND;GLO
57937;IND.57937;IND.52;IND;IND;GLO
57938;IND.57938;IND.52;IND;IND;GLO
57939;IND.57939;IND.52;IND;IND;GLO
57940;IND.57940;IND.52;IND;IND;GLO
57941;IND.57941;IND.57;IND;IND;GLO
57942;IND.57942;IND.52;IND;IND;GLO
57943;IND.57943;IND.52;IND;IND;GLO
57944;IND.57944;IND.52;IND;IND;GLO
57945;IND.57945;IND.52;IND;IND;GLO
57946;IND.57946;IND.52;IND;IND;GLO
57947;IND.57947;IND.52;IND;IND;GLO
57948;IND.57948;IND.52;IND;IND;GLO
57949;IND.57949;IND.52;IND;IND;GLO
57950;IND.57950;IND.52;IND;IND;GLO
57951;IND.57951;IND.52;IND;IND;GLO
57952;IND.57952;IND.54;IND;IND;GLO
57953;IND.57953;IND.54;IND;IND;GLO
57954;IND.57954;IND.54;IND;IND;GLO
57955;IND.57955;IND.54;IND;IND;GLO
57956;IND.57956;IND.54;IND;IND;GLO
57957;IND.57957;IND.54;IND;IND;GLO
57958;IND.57958;IND.54;IND;IND;GLO
57959;IND.57959;IND.54;IND;IND;GLO
57960;IND.57960;IND.54;IND;IND;GLO
57961;IND.57961;IND.54;IND;IND;GLO
57962;IND.57962;IND.54;IND;IND;GLO
57963;IND.57963;IND.54;IND;IND;GLO
57964;IND.57964;IND.54;IND;IND;GLO
57965;IND.57965;IND.52;IND;IND;GLO
57966;IND.57966;IND.53;IND;IND;GLO
57967;IND.57967;IND.55;IND;IND;GLO
57968;IND.57968;IND.55;IND;IND;GLO
57969;IND.57969;IND.56;IND;IND;GLO
57970;PAK.57970;OAS.137;OAS;PAK;GLO
57971;PAK.57971;OAS.137;OAS;PAK;GLO
57972;PAK.57972;OAS.137;OAS;PAK;GLO
57973;IND.57973;IND.52;IND;IND;GLO
57974;IND.57974;IND.57;IND;IND;GLO
57975;IND.57975;IND.53;IND;IND;GLO
57976;IND.57976;IND.53;IND;IND;GLO
57977;IND.57977;IND.53;IND;IND;GLO
57978;IND.57978;IND.53;IND;IND;GLO
57979;IND.57979;IND.53;IND;IND;GLO
57980;IND.57980;IND.52;IND;IND;GLO
57981;IND.57981;IND.52;IND;IND;GLO
57982;IND.57982;IND.52;IND;IND;GLO
57983;IND.57983;IND.52;IND;IND;GLO
57984;IND.57984;IND.52;IND;IND;GLO
57985;IND.57985;IND.52;IND;IND;GLO
57986;IND.57986;IND.52;IND;IND;GLO
57987;IND.57987;IND.52;IND;IND;GLO
57988;IND.57988;IND.52;IND;IND;GLO
57989;IND.57989;IND.52;IND;IND;GLO
57990;IND.57990;IND.52;IND;IND;GLO
57991;IND.57991;IND.52;IND;IND;GLO
57992;IND.57992;IND.52;IND;IND;GLO
57993;IND.57993;IND.52;IND;IND;GLO
57994;IND.57994;IND.52;IND;IND;GLO
57995;IND.57995;IND.52;IND;IND;GLO
57996;IND.57996;IND.52;IND;IND;GLO
57997;IND.57997;IND.52;IND;IND;GLO
57998;IND.57998;IND.52;IND;IND;GLO
57999;IND.57999;IND.52;IND;IND;GLO
58000;IND.58000;IND.52;IND;IND;GLO
58001;IND.58001;IND.54;IND;IND;GLO
58002;IND.58002;IND.52;IND;IND;GLO
58003;IND.58003;IND.52;IND;IND;GLO
58004;IND.58004;IND.52;IND;IND;GLO
58005;IND.58005;IND.54;IND;IND;GLO
58006;IND.58006;IND.54;IND;IND;GLO
58007;IND.58007;IND.54;IND;IND;GLO
58008;IND.58008;IND.54;IND;IND;GLO
58009;IND.58009;IND.54;IND;IND;GLO
58010;IND.58010;IND.54;IND;IND;GLO
58011;IND.58011;IND.54;IND;IND;GLO
58012;IND.58012;IND.54;IND;IND;GLO
58013;IND.58013;IND.54;IND;IND;GLO
58014;IND.58014;IND.54;IND;IND;GLO
58015;IND.58015;IND.58;IND;IND;GLO
58016;IND.58016;IND.55;IND;IND;GLO
58017;IND.58017;IND.55;IND;IND;GLO
58018;IND.58018;IND.56;IND;IND;GLO
58019;IND.58019;IND.56;IND;IND;GLO
58020;PAK.58020;OAS.137;OAS;PAK;GLO
58021;PAK.58021;OAS.137;OAS;PAK;GLO
58022;PAK.58022;OAS.140;OAS;PAK;GLO
58023;IND.58023;IND.57;IND;IND;GLO
58024;IND.58024;IND.57;IND;IND;GLO
58025;IND.58025;IND.57;IND;IND;GLO
58026;IND.58026;IND.53;IND;IND;GLO
58027;IND.58027;IND.53;IND;IND;GLO
58028;IND.58028;IND.53;IND;IND;GLO
58029;IND.58029;IND.53;IND;IND;GLO
58030;IND.58030;IND.52;IND;IND;GLO
58031;IND.58031;IND.52;IND;IND;GLO
58032;IND.58032;IND.52;IND;IND;GLO
58033;IND.58033;IND.52;IND;IND;GLO
58034;IND.58034;IND.52;IND;IND;GLO
58035;IND.58035;IND.52;IND;IND;GLO
58036;IND.58036;IND.52;IND;IND;GLO
58037;IND.58037;IND.52;IND;IND;GLO
58038;IND.58038;IND.52;IND;IND;GLO
58039;IND.58039;IND.52;IND;IND;GLO
58040;IND.58040;IND.52;IND;IND;GLO
58041;IND.58041;IND.52;IND;IND;GLO
58042;IND.58042;IND.52;IND;IND;GLO
58043;IND.58043;IND.52;IND;IND;GLO
58044;IND.58044;IND.52;IND;IND;GLO
58045;IND.58045;IND.52;IND;IND;GLO
58046;IND.58046;IND.52;IND;IND;GLO
58047;IND.58047;IND.52;IND;IND;GLO
58048;IND.58048;IND.52;IND;IND;GLO
58049;IND.58049;IND.52;IND;IND;GLO
58050;IND.58050;IND.52;IND;IND;GLO
58051;IND.58051;IND.52;IND;IND;GLO
58052;IND.58052;IND.54;IND;IND;GLO
58053;IND.58053;IND.54;IND;IND;GLO
58054;IND.58054;IND.54;IND;IND;GLO
58055;IND.58055;IND.52;IND;IND;GLO
58056;IND.58056;IND.52;IND;IND;GLO
58057;IND.58057;IND.52;IND;IND;GLO
58058;IND.58058;IND.54;IND;IND;GLO
58059;IND.58059;IND.54;IND;IND;GLO
58060;IND.58060;IND.54;IND;IND;GLO
58061;IND.58061;IND.54;IND;IND;GLO
58062;IND.58062;IND.54;IND;IND;GLO
58063;IND.58063;IND.54;IND;IND;GLO
58064;IND.58064;IND.54;IND;IND;GLO
58065;IND.58065;IND.52;IND;IND;GLO
58066;IND.58066;IND.54;IND;IND;GLO
58067;IND.58067;IND.53;IND;IND;GLO
58068;IND.58068;IND.55;IND;IND;GLO
58069;IND.58069;IND.56;IND;IND;GLO
58070;PAK.58070;OAS.137;OAS;PAK;GLO
58071;IND.58071;IND.57;IND;IND;GLO
58072;IND.58072;IND.57;IND;IND;GLO
58073;IND.58073;IND.57;IND;IND;GLO
58074;IND.58074;IND.57;IND;IND;GLO
58075;IND.58075;IND.57;IND;IND;GLO
58076;IND.58076;IND.53;IND;IND;GLO
58077;IND.58077;IND.53;IND;IND;GLO
58078;IND.58078;IND.53;IND;IND;GLO
58079;IND.58079;IND.53;IND;IND;GLO
58080;IND.58080;IND.53;IND;IND;GLO
58081;IND.58081;IND.53;IND;IND;GLO
58082;IND.58082;IND.54;IND;IND;GLO
58083;IND.58083;IND.54;IND;IND;GLO
58084;IND.58084;IND.54;IND;IND;GLO
58085;IND.58085;IND.54;IND;IND;GLO
58086;IND.58086;IND.52;IND;IND;GLO
58087;IND.58087;IND.52;IND;IND;GLO
58088;IND.58088;IND.52;IND;IND;GLO
58089;IND.58089;IND.52;IND;IND;GLO
58090;IND.58090;IND.52;IND;IND;GLO
58091;IND.58091;IND.52;IND;IND;GLO
58092;IND.58092;IND.52;IND;IND;GLO
58093;IND.58093;IND.52;IND;IND;GLO
58094;IND.58094;IND.52;IND;IND;GLO
58095;IND.58095;IND.52;IND;IND;GLO
58096;IND.58096;IND.52;IND;IND;GLO
58097;IND.58097;IND.52;IND;IND;GLO
58098;IND.58098;IND.52;IND;IND;GLO
58099;IND.58099;IND.52;IND;IND;GLO
58100;IND.58100;IND.52;IND;IND;GLO
58101;IND.58101;IND.52;IND;IND;GLO
58102;IND.58102;IND.52;IND;IND;GLO
58103;IND.58103;IND.52;IND;IND;GLO
58104;IND.58104;IND.52;IND;IND;GLO
58105;IND.58105;IND.54;IND;IND;GLO
58106;IND.58106;IND.52;IND;IND;GLO
58107;IND.58107;IND.54;IND;IND;GLO
58108;IND.58108;IND.54;IND;IND;GLO
58109;IND.58109;IND.54;IND;IND;GLO
58110;IND.58110;IND.54;IND;IND;GLO
58111;IND.58111;IND.54;IND;IND;GLO
58112;IND.58112;IND.54;IND;IND;GLO
58113;IND.58113;IND.54;IND;IND;GLO
58114;IND.58114;IND.54;IND;IND;GLO
58115;IND.58115;IND.54;IND;IND;GLO
58116;IND.58116;IND.53;IND;IND;GLO
58117;IND.58117;IND.53;IND;IND;GLO
58118;IND.58118;IND.55;IND;IND;GLO
58119;IND.58119;IND.56;IND;IND;GLO
58120;IND.58120;IND.56;IND;IND;GLO
58121;IND.58121;IND.56;IND;IND;GLO
58122;IND.58122;IND.57;IND;IND;GLO
58123;IND.58123;IND.57;IND;IND;GLO
58124;IND.58124;IND.53;IND;IND;GLO
58125;IND.58125;IND.53;IND;IND;GLO
58126;IND.58126;IND.53;IND;IND;GLO
58127;IND.58127;IND.52;IND;IND;GLO
58128;IND.58128;IND.52;IND;IND;GLO
58129;IND.58129;IND.53;IND;IND;GLO
58130;IND.58130;IND.53;IND;IND;GLO
58131;IND.58131;IND.53;IND;IND;GLO
58132;IND.58132;IND.53;IND;IND;GLO
58133;IND.58133;IND.53;IND;IND;GLO
58134;IND.58134;IND.52;IND;IND;GLO
58135;IND.58135;IND.54;IND;IND;GLO
58136;IND.58136;IND.54;IND;IND;GLO
58137;IND.58137;IND.54;IND;IND;GLO
58138;IND.58138;IND.52;IND;IND;GLO
58139;IND.58139;IND.52;IND;IND;GLO
58140;IND.58140;IND.52;IND;IND;GLO
58141;IND.58141;IND.52;IND;IND;GLO
58142;IND.58142;IND.52;IND;IND;GLO
58143;IND.58143;IND.52;IND;IND;GLO
58144;IND.58144;IND.52;IND;IND;GLO
58145;IND.58145;IND.52;IND;IND;GLO
58146;IND.58146;IND.52;IND;IND;GLO
58147;IND.58147;IND.52;IND;IND;GLO
58148;IND.58148;IND.52;IND;IND;GLO
58149;IND.58149;IND.52;IND;IND;GLO
58150;IND.58150;IND.52;IND;IND;GLO
58151;IND.58151;IND.52;IND;IND;GLO
58152;IND.58152;IND.52;IND;IND;GLO
58153;IND.58153;IND.52;IND;IND;GLO
58154;IND.58154;IND.52;IND;IND;GLO
58155;IND.58155;IND.52;IND;IND;GLO
58156;IND.58156;IND.52;IND;IND;GLO
58157;IND.58157;IND.52;IND;IND;GLO
58158;IND.58158;IND.52;IND;IND;GLO
58159;IND.58159;IND.54;IND;IND;GLO
58160;IND.58160;IND.54;IND;IND;GLO
58161;IND.58161;IND.52;IND;IND;GLO
58162;IND.58162;IND.54;IND;IND;GLO
58163;IND.58163;IND.54;IND;IND;GLO
58164;IND.58164;IND.54;IND;IND;GLO
58165;IND.58165;IND.57;IND;IND;GLO
58166;IND.58166;IND.52;IND;IND;GLO
58167;IND.58167;IND.53;IND;IND;GLO
58168;IND.58168;IND.53;IND;IND;GLO
58169;IND.58169;IND.55;IND;IND;GLO
58170;IND.58170;IND.56;IND;IND;GLO
58171;IND.58171;IND.56;IND;IND;GLO
58172;IND.58172;IND.56;IND;IND;GLO
58173;IND.58173;IND.56;IND;IND;GLO
58174;IND.58174;IND.56;IND;IND;GLO
58175;IND.58175;IND.56;IND;IND;GLO
58176;IND.58176;IND.52;IND;IND;GLO
58177;IND.58177;IND.52;IND;IND;GLO
58178;IND.58178;IND.52;IND;IND;GLO
58179;IND.58179;IND.52;IND;IND;GLO
58180;IND.58180;IND.53;IND;IND;GLO
58181;IND.58181;IND.52;IND;IND;GLO
58182;IND.58182;IND.52;IND;IND;GLO
58183;IND.58183;IND.52;IND;IND;GLO
58184;IND.58184;IND.53;IND;IND;GLO
58185;IND.58185;IND.53;IND;IND;GLO
58186;IND.58186;IND.53;IND;IND;GLO
58187;IND.58187;IND.53;IND;IND;GLO
58188;IND.58188;IND.54;IND;IND;GLO
58189;IND.58189;IND.54;IND;IND;GLO
58190;IND.58190;IND.54;IND;IND;GLO
58191;IND.58191;IND.52;IND;IND;GLO
58192;IND.58192;IND.52;IND;IND;GLO
58193;IND.58193;IND.52;IND;IND;GLO
58194;IND.58194;IND.52;IND;IND;GLO
58195;IND.58195;IND.52;IND;IND;GLO
58196;IND.58196;IND.52;IND;IND;GLO
58197;IND.58197;IND.52;IND;IND;GLO
58198;IND.58198;IND.52;IND;IND;GLO
58199;IND.58199;IND.52;IND;IND;GLO
58200;IND.58200;IND.52;IND;IND;GLO
58201;IND.58201;IND.52;IND;IND;GLO
58202;IND.58202;IND.52;IND;IND;GLO
58203;IND.58203;IND.52;IND;IND;GLO
58204;IND.58204;IND.52;IND;IND;GLO
58205;IND.58205;IND.52;IND;IND;GLO
58206;IND.58206;IND.52;IND;IND;GLO
58207;IND.58207;IND.52;IND;IND;GLO
58208;IND.58208;IND.52;IND;IND;GLO
58209;IND.58209;IND.52;IND;IND;GLO
58210;IND.58210;IND.52;IND;IND;GLO
58211;IND.58211;IND.52;IND;IND;GLO
58212;IND.58212;IND.54;IND;IND;GLO
58213;IND.58213;IND.54;IND;IND;GLO
58214;IND.58214;IND.54;IND;IND;GLO
58215;IND.58215;IND.54;IND;IND;GLO
58216;IND.58216;IND.54;IND;IND;GLO
58217;IND.58217;IND.54;IND;IND;GLO
58218;IND.58218;IND.57;IND;IND;GLO
58219;IND.58219;IND.52;IND;IND;GLO
58220;IND.58220;IND.52;IND;IND;GLO
58221;IND.58221;IND.53;IND;IND;GLO
58222;IND.58222;IND.55;IND;IND;GLO
58223;IND.58223;IND.56;IND;IND;GLO
58224;IND.58224;IND.56;IND;IND;GLO
58225;IND.58225;IND.56;IND;IND;GLO
58226;IND.58226;IND.56;IND;IND;GLO
58227;IND.58227;IND.56;IND;IND;GLO
58228;IND.58228;IND.56;IND;IND;GLO
58229;IND.58229;IND.56;IND;IND;GLO
58230;IND.58230;IND.52;IND;IND;GLO
58231;IND.58231;IND.52;IND;IND;GLO
58232;IND.58232;IND.52;IND;IND;GLO
58233;IND.58233;IND.52;IND;IND;GLO
58234;IND.58234;IND.52;IND;IND;GLO
58235;IND.58235;IND.52;IND;IND;GLO
58236;IND.58236;IND.57;IND;IND;GLO
58237;IND.58237;IND.57;IND;IND;GLO
58238;IND.58238;IND.53;IND;IND;GLO
58239;IND.58239;IND.57;IND;IND;GLO
58240;IND.58240;IND.52;IND;IND;GLO
58241;IND.58241;IND.54;IND;IND;GLO
58242;IND.58242;IND.54;IND;IND;GLO
58243;IND.58243;IND.52;IND;IND;GLO
58244;IND.58244;IND.52;IND;IND;GLO
58245;IND.58245;IND.52;IND;IND;GLO
58246;IND.58246;IND.52;IND;IND;GLO
58247;IND.58247;IND.52;IND;IND;GLO
58248;IND.58248;IND.52;IND;IND;GLO
58249;IND.58249;IND.52;IND;IND;GLO
58250;IND.58250;IND.52;IND;IND;GLO
58251;IND.58251;IND.52;IND;IND;GLO
58252;IND.58252;IND.52;IND;IND;GLO
58253;IND.58253;IND.52;IND;IND;GLO
58254;IND.58254;IND.52;IND;IND;GLO
58255;IND.58255;IND.52;IND;IND;GLO
58256;IND.58256;IND.52;IND;IND;GLO
58257;IND.58257;IND.52;IND;IND;GLO
58258;IND.58258;IND.52;IND;IND;GLO
58259;IND.58259;IND.52;IND;IND;GLO
58260;IND.58260;IND.52;IND;IND;GLO
58261;IND.58261;IND.52;IND;IND;GLO
58262;IND.58262;IND.52;IND;IND;GLO
58263;IND.58263;IND.52;IND;IND;GLO
58264;IND.58264;IND.52;IND;IND;GLO
58265;IND.58265;IND.52;IND;IND;GLO
58266;IND.58266;IND.54;IND;IND;GLO
58267;IND.58267;IND.54;IND;IND;GLO
58268;IND.58268;IND.54;IND;IND;GLO
58269;IND.58269;IND.57;IND;IND;GLO
58270;IND.58270;IND.52;IND;IND;GLO
58271;IND.58271;IND.52;IND;IND;GLO
58272;IND.58272;IND.53;IND;IND;GLO
58273;IND.58273;IND.55;IND;IND;GLO
58274;IND.58274;IND.55;IND;IND;GLO
58275;IND.58275;IND.55;IND;IND;GLO
58276;IND.58276;IND.56;IND;IND;GLO
58277;IND.58277;IND.56;IND;IND;GLO
58278;IND.58278;IND.56;IND;IND;GLO
58279;IND.58279;IND.56;IND;IND;GLO
58280;IND.58280;IND.56;IND;IND;GLO
58281;IND.58281;IND.56;IND;IND;GLO
58282;IND.58282;IND.52;IND;IND;GLO
58283;IND.58283;IND.52;IND;IND;GLO
58284;IND.58284;IND.52;IND;IND;GLO
58285;IND.58285;IND.52;IND;IND;GLO
58286;IND.58286;IND.52;IND;IND;GLO
58287;IND.58287;IND.52;IND;IND;GLO
58288;IND.58288;IND.57;IND;IND;GLO
58289;IND.58289;IND.53;IND;IND;GLO
58290;IND.58290;IND.53;IND;IND;GLO
58291;IND.58291;IND.53;IND;IND;GLO
58292;IND.58292;IND.52;IND;IND;GLO
58293;IND.58293;IND.52;IND;IND;GLO
58294;IND.58294;IND.52;IND;IND;GLO
58295;IND.58295;IND.52;IND;IND;GLO
58296;IND.58296;IND.52;IND;IND;GLO
58297;IND.58297;IND.52;IND;IND;GLO
58298;IND.58298;IND.52;IND;IND;GLO
58299;IND.58299;IND.52;IND;IND;GLO
58300;IND.58300;IND.52;IND;IND;GLO
58301;IND.58301;IND.52;IND;IND;GLO
58302;IND.58302;IND.52;IND;IND;GLO
58303;IND.58303;IND.52;IND;IND;GLO
58304;IND.58304;IND.52;IND;IND;GLO
58305;IND.58305;IND.52;IND;IND;GLO
58306;IND.58306;IND.52;IND;IND;GLO
58307;IND.58307;IND.52;IND;IND;GLO
58308;IND.58308;IND.53;IND;IND;GLO
58309;IND.58309;IND.52;IND;IND;GLO
58310;IND.58310;IND.52;IND;IND;GLO
58311;IND.58311;IND.52;IND;IND;GLO
58312;IND.58312;IND.52;IND;IND;GLO
58313;IND.58313;IND.52;IND;IND;GLO
58314;IND.58314;IND.52;IND;IND;GLO
58315;IND.58315;IND.52;IND;IND;GLO
58316;IND.58316;IND.54;IND;IND;GLO
58317;IND.58317;IND.54;IND;IND;GLO
58318;IND.58318;IND.54;IND;IND;GLO
58319;IND.58319;IND.54;IND;IND;GLO
58320;IND.58320;IND.54;IND;IND;GLO
58321;IND.58321;IND.52;IND;IND;GLO
58322;IND.58322;IND.52;IND;IND;GLO
58323;IND.58323;IND.53;IND;IND;GLO
58324;IND.58324;IND.53;IND;IND;GLO
58325;IND.58325;IND.55;IND;IND;GLO
58326;IND.58326;IND.55;IND;IND;GLO
58327;IND.58327;IND.56;IND;IND;GLO
58328;IND.58328;IND.56;IND;IND;GLO
58329;CHN.58329;CHA.32;CHA;CHN;GLO
58330;IND.58330;IND.56;IND;IND;GLO
58331;IND.58331;IND.52;IND;IND;GLO
58332;IND.58332;IND.52;IND;IND;GLO
58333;IND.58333;IND.52;IND;IND;GLO
58334;IND.58334;IND.57;IND;IND;GLO
58335;IND.58335;IND.57;IND;IND;GLO
58336;IND.58336;IND.52;IND;IND;GLO
58337;IND.58337;IND.52;IND;IND;GLO
58338;IND.58338;IND.52;IND;IND;GLO
58339;IND.58339;IND.52;IND;IND;GLO
58340;IND.58340;IND.52;IND;IND;GLO
58341;IND.58341;IND.52;IND;IND;GLO
58342;IND.58342;IND.52;IND;IND;GLO
58343;IND.58343;IND.52;IND;IND;GLO
58344;IND.58344;IND.52;IND;IND;GLO
58345;IND.58345;IND.52;IND;IND;GLO
58346;IND.58346;IND.52;IND;IND;GLO
58347;IND.58347;IND.52;IND;IND;GLO
58348;IND.58348;IND.54;IND;IND;GLO
58349;IND.58349;IND.52;IND;IND;GLO
58350;IND.58350;IND.52;IND;IND;GLO
58351;IND.58351;IND.52;IND;IND;GLO
58352;IND.58352;IND.52;IND;IND;GLO
58353;IND.58353;IND.52;IND;IND;GLO
58354;IND.58354;IND.52;IND;IND;GLO
58355;IND.58355;IND.52;IND;IND;GLO
58356;IND.58356;IND.52;IND;IND;GLO
58357;IND.58357;IND.52;IND;IND;GLO
58358;IND.58358;IND.52;IND;IND;GLO
58359;IND.58359;IND.52;IND;IND;GLO
58360;IND.58360;IND.52;IND;IND;GLO
58361;IND.58361;IND.52;IND;IND;GLO
58362;IND.58362;IND.52;IND;IND;GLO
58363;IND.58363;IND.54;IND;IND;GLO
58364;IND.58364;IND.54;IND;IND;GLO
58365;IND.58365;IND.54;IND;IND;GLO
58366;IND.58366;IND.52;IND;IND;GLO
58367;IND.58367;IND.54;IND;IND;GLO
58368;IND.58368;IND.57;IND;IND;GLO
58369;IND.58369;IND.57;IND;IND;GLO
58370;IND.58370;IND.53;IND;IND;GLO
58371;IND.58371;IND.55;IND;IND;GLO
58372;IND.58372;IND.56;IND;IND;GLO
58373;IND.58373;IND.56;IND;IND;GLO
58374;LKA.58374;OAS.125;OAS;LKA;GLO
58375;LKA.58375;OAS.129;OAS;LKA;GLO
58376;IND.58376;IND.52;IND;IND;GLO
58377;IND.58377;IND.52;IND;IND;GLO
58378;IND.58378;IND.52;IND;IND;GLO
58379;IND.58379;IND.52;IND;IND;GLO
58380;IND.58380;IND.57;IND;IND;GLO
